0	3666	5.0
0	7147	3.0
0	4905	5.0
0	6557	3.0
0	5354	5.0
0	7439	3.0
0	4046	4.0
0	2273	5.0
0	7150	4.0
0	2573	3.0
0	3656	4.0
0	4391	2.0
0	5945	5.0
0	3792	5.0
0	5729	4.0
0	5666	5.0
0	3887	4.0
0	2280	3.0
0	6694	4.0
0	7658	1.0
0	7633	5.0
0	5872	4.0
0	2545	3.0
0	6760	2.0
0	5568	2.0
0	580	3.0
0	914	3.0
0	560	5.0
0	3190	5.0
0	2909	4.0
0	924	5.0
0	2872	2.0
0	2619	5.0
0	7032	4.0
1	2326	5.0
1	6849	4.0
1	4729	5.0
1	2823	4.0
1	505	4.0
1	2880	3.0
1	3376	4.0
1	5973	2.0
1	2587	1.0
1	6490	3.0
1	76	3.0
1	1129	5.0
1	1879	5.0
1	4648	5.0
1	6061	5.0
1	2288	5.0
1	5941	3.0
1	1747	5.0
1	3585	4.0
1	7433	5.0
1	1921	5.0
1	2113	5.0
1	6078	5.0
1	4940	3.0
1	1175	4.0
1	3681	3.0
1	2735	5.0
1	3765	5.0
1	665	2.0
1	1408	5.0
1	1699	5.0
1	2214	4.0
1	846	5.0
1	202	5.0
2	2357	4.0
2	99	4.0
2	6872	5.0
2	6071	3.0
2	7789	4.0
2	2980	3.0
2	6312	4.0
2	7201	4.0
2	3793	3.0
2	989	3.0
2	3995	3.0
2	4054	2.0
2	2619	4.0
2	5688	4.0
2	7238	4.0
2	4215	3.0
3	1567	4.0
3	7480	5.0
3	2743	5.0
3	3927	5.0
3	7613	4.0
3	1563	5.0
3	3080	3.0
3	6176	4.0
3	5847	5.0
3	4850	5.0
3	3657	5.0
3	7652	5.0
3	6648	5.0
3	5926	5.0
3	1927	3.0
3	1998	5.0
4	6161	5.0
4	2286	5.0
4	4567	2.0
4	7782	4.0
4	5718	5.0
4	3966	2.0
4	1353	5.0
4	6406	5.0
4	6327	5.0
4	5235	3.0
4	4725	1.0
4	7171	5.0
4	7464	5.0
4	4731	1.0
4	5598	5.0
4	1616	5.0
4	1668	5.0
4	6139	5.0
4	2250	5.0
4	5864	3.0
4	6095	5.0
4	4778	1.0
4	5511	5.0
4	2354	2.0
4	4930	4.0
4	6060	5.0
5	2929	5.0
5	2619	5.0
5	6870	5.0
5	916	5.0
5	7552	4.0
5	5911	3.0
5	6939	4.0
5	7550	5.0
5	3427	3.0
5	4329	5.0
5	6533	5.0
5	7682	4.0
5	7290	3.0
5	2251	4.0
5	7401	4.0
5	5268	5.0
5	3730	3.0
5	2356	4.0
5	6312	3.0
5	5783	5.0
5	4379	5.0
5	7307	4.0
5	2182	4.0
5	1720	4.0
5	2357	5.0
5	2484	2.0
5	2587	3.0
5	6135	4.0
5	4384	3.0
5	6167	5.0
5	3213	5.0
5	4565	3.0
5	6505	4.0
5	5847	4.0
5	786	5.0
5	1413	3.0
5	7590	4.0
5	6889	4.0
5	6137	5.0
5	7032	5.0
5	7438	5.0
5	7485	5.0
5	7785	4.0
5	1082	4.0
5	6938	5.0
5	6950	5.0
5	6097	5.0
5	6457	5.0
5	6852	2.0
5	2170	5.0
5	1300	2.0
5	2241	5.0
5	2677	3.0
5	2308	5.0
5	5517	4.0
5	6489	5.0
5	72	3.0
5	1814	3.0
5	2283	4.0
5	3532	4.0
5	5395	5.0
5	897	4.0
5	5560	5.0
5	3906	5.0
5	4409	3.0
5	290	2.0
5	6693	3.0
5	7498	5.0
5	6071	5.0
5	5010	4.0
5	485	5.0
5	4899	3.0
6	2626	3.0
6	2956	3.0
6	1424	5.0
6	7591	2.0
6	5674	5.0
6	2004	5.0
6	3075	5.0
6	4735	5.0
6	1268	2.0
6	2021	5.0
6	6439	5.0
6	720	5.0
