0	1611	4.0
0	899	5.0
0	1721	5.0
0	3446	5.0
0	8700	4.0
0	10224	5.0
0	4476	4.0
0	9636	5.0
0	10253	4.0
0	4799	4.0
0	9432	4.0
0	9559	5.0
0	9890	5.0
0	2774	5.0
0	593	3.0
0	9367	4.0
0	8741	4.0
0	8768	3.0
0	4441	4.0
0	4660	4.0
0	717	3.0
0	3624	5.0
0	2065	4.0
0	6960	5.0
0	5329	5.0
0	4767	5.0
0	9810	4.0
1	5232	5.0
1	3179	5.0
1	8584	4.0
1	10433	5.0
1	3333	4.0
1	8943	4.0
1	665	5.0
1	2376	5.0
1	2054	5.0
1	4476	5.0
1	1836	4.0
1	9581	2.0
1	3446	5.0
1	7292	4.0
1	975	5.0
1	10082	5.0
1	970	5.0
2	4331	3.0
2	3333	5.0
2	8288	4.0
2	8960	4.0
2	10334	4.0
2	9508	5.0
2	85	4.0
2	8437	5.0
2	8918	1.0
2	280	4.0
2	5714	4.0
2	1779	5.0
2	670	5.0
2	4921	4.0
2	7234	1.0
2	9171	4.0
2	7236	5.0
2	4864	5.0
2	1598	4.0
3	267	5.0
3	7244	4.0
3	2651	5.0
3	2779	4.0
3	10120	4.0
3	378	4.0
3	4545	4.0
3	10424	3.0
3	4279	4.0
3	7441	4.0
3	5648	5.0
3	8053	4.0
3	142	3.0
3	4975	5.0
3	10296	5.0
3	7083	5.0
3	5531	5.0
3	1202	5.0
3	6348	3.0
3	2386	4.0
3	4392	4.0
3	5951	4.0
3	4156	5.0
3	596	3.0
3	10378	5.0
3	3039	4.0
3	2457	4.0
3	7328	2.0
3	697	5.0
3	9801	4.0
3	5246	4.0
3	413	3.0
3	286	3.0
3	3784	5.0
3	9855	5.0
3	2907	4.0
3	10315	5.0
3	8251	5.0
3	2473	4.0
3	1254	4.0
3	4518	5.0
3	2660	4.0
3	8875	3.0
3	9931	5.0
3	3272	3.0
3	210	3.0
3	2977	4.0
3	5373	4.0
3	3557	3.0
3	9171	5.0
3	228	4.0
3	6270	5.0
3	6539	5.0
3	4001	4.0
3	1701	4.0
3	5856	5.0
3	6806	4.0
3	6654	4.0
3	743	4.0
3	1159	5.0
4	219	4.0
4	2679	5.0
4	2027	1.0
4	2070	3.0
4	4230	1.0
4	7957	2.0
4	6272	5.0
4	9764	2.0
4	8414	2.0
4	6777	1.0
4	10412	3.0
4	3179	4.0
4	1554	1.0
4	2226	1.0
5	4476	5.0
5	5583	4.0
5	4159	2.0
5	5739	4.0
5	697	5.0
5	86	5.0
5	2019	4.0
5	7244	4.0
5	2554	4.0
5	9961	3.0
5	9659	5.0
5	224	1.0
5	9734	4.0
5	230	1.0
5	1418	5.0
5	8552	4.0
5	3031	2.0
5	10033	1.0
5	6348	4.0
5	9273	5.0
5	8184	5.0
5	5466	1.0
5	111	5.0
5	8414	2.0
5	1245	4.0
5	9479	4.0
5	6708	4.0
5	362	3.0
5	8176	5.0
5	6206	4.0
5	210	2.0
5	6684	5.0
5	3886	2.0
5	6359	5.0
5	8693	2.0
5	8044	5.0
6	2797	5.0
6	6302	4.0
6	9764	4.0
6	1590	2.0
6	2037	4.0
6	6310	5.0
6	6657	4.0
6	107	4.0
6	4379	3.0
6	8585	3.0
6	3793	5.0
6	6679	3.0
6	4351	5.0
6	7516	3.0
6	6720	5.0
6	9787	3.0
6	6272	4.0
6	9531	3.0
7	6546	4.0
7	3214	2.0
7	5297	4.0
7	697	4.0
7	8990	4.0
7	5980	3.0
7	2004	5.0
7	4580	4.0
7	2055	4.0
7	4794	4.0
7	6748	5.0
7	6864	5.0
7	7030	5.0
7	9270	4.0
7	9989	4.0
7	6006	2.0
7	5101	1.0
7	2233	4.0
7	4533	5.0
7	7613	2.0
7	2580	5.0
7	3434	5.0
7	5277	5.0
7	7409	4.0
7	216	1.0
7	2022	4.0
7	5247	4.0
7	10253	2.0
7	7163	5.0
7	7042	5.0
7	6779	5.0
7	10272	3.0
7	2679	5.0
7	5649	4.0
7	3870	2.0
7	3222	4.0
7	7009	2.0
7	2153	5.0
7	7584	5.0
7	9296	4.0
7	8622	5.0
7	5113	1.0
7	8552	4.0
7	7106	1.0
7	8182	1.0
7	6210	3.0
7	2839	3.0
7	9190	5.0
7	9764	5.0
7	900	5.0
7	7213	5.0
7	1990	5.0
8	3329	3.0
8	5934	5.0
8	3490	4.0
8	1200	4.0
8	3013	4.0
8	9692	1.0
8	1486	4.0
8	1294	3.0
8	5697	3.0
8	160	4.0
8	3434	5.0
8	3511	3.0
8	919	5.0
8	7048	5.0
8	2714	1.0
8	9678	4.0
8	8990	5.0
8	8816	4.0
8	665	5.0
8	9	4.0
9	7841	4.0
9	8718	5.0
9	6658	3.0
9	8791	5.0
9	2093	5.0
9	4745	5.0
9	4002	3.0
9	8008	3.0
9	8620	2.0
9	2668	4.0
9	9104	4.0
9	7112	2.0
9	1376	2.0
9	9653	4.0
9	4449	5.0
9	5466	3.0
9	9378	4.0
9	1535	4.0
9	7087	4.0
9	6109	4.0
9	6963	3.0
9	5519	2.0
9	4170	3.0
9	966	2.0
9	1478	3.0
9	6133	4.0
9	1021	1.0
9	3660	4.0
9	477	5.0
9	2297	1.0
9	10317	2.0
9	1505	2.0
9	5507	5.0
9	9813	3.0
9	613	5.0
9	641	2.0
9	8916	2.0
9	9812	4.0
9	2052	4.0
9	3714	5.0
9	8388	1.0
9	143	1.0
9	5589	4.0
9	825	2.0
9	7972	4.0
9	9524	4.0
9	7042	4.0
9	1859	5.0
9	693	3.0
9	7173	4.0
9	6019	1.0
9	4615	3.0
9	4109	3.0
9	9351	4.0
9	9995	2.0
9	2772	5.0
9	1613	4.0
9	88	5.0
9	6481	3.0
9	10278	4.0
9	2619	4.0
9	1638	4.0
9	304	4.0
9	8854	3.0
9	1753	3.0
9	7287	2.0
9	6212	2.0
9	9563	2.0
9	2005	2.0
9	2662	4.0
9	2971	2.0
9	5182	4.0
9	8851	4.0
9	4629	5.0
9	3251	3.0
9	5139	2.0
9	4719	3.0
9	5734	5.0
10	6692	4.0
10	6340	4.0
10	10224	5.0
10	8116	3.0
10	5412	5.0
10	10342	3.0
10	6272	4.0
10	9629	4.0
10	6818	4.0
10	8702	3.0
10	2228	3.0
10	9764	4.0
10	1790	5.0
11	2054	3.0
11	4433	4.0
11	6806	4.0
11	3179	5.0
11	1207	4.0
11	5337	4.0
11	7690	3.0
11	5515	4.0
11	205	3.0
11	1530	5.0
11	7604	4.0
11	8687	5.0
11	360	4.0
11	6914	4.0
11	5982	3.0
11	128	5.0
11	10107	5.0
11	10120	4.0
11	4547	4.0
11	989	3.0
11	2148	5.0
11	3415	4.0
11	9902	2.0
11	4612	4.0
11	1176	4.0
11	9715	5.0
11	1664	5.0
11	1009	4.0
11	10253	4.0
11	6524	4.0
11	5862	3.0
11	899	4.0
11	2013	4.0
11	6306	4.0
11	8959	5.0
11	6063	4.0
11	6401	4.0
11	9109	5.0
11	1159	4.0
11	5727	4.0
11	266	4.0
11	7483	5.0
11	1487	4.0
11	8665	4.0
11	9873	3.0
11	743	4.0
11	3132	3.0
11	210	4.0
11	9681	4.0
11	8082	5.0
11	2651	5.0
11	7828	5.0
11	7456	4.0
11	10315	4.0
11	8842	4.0
11	2982	4.0
11	8848	4.0
11	4493	4.0
11	896	5.0
11	9407	3.0
11	5830	4.0
11	8765	5.0
11	4689	4.0
11	3261	4.0
12	9220	5.0
12	774	4.0
12	3141	4.0
12	8437	4.0
12	10072	2.0
12	5066	4.0
12	8510	5.0
12	4439	4.0
12	9991	3.0
12	6604	5.0
12	4799	2.0
12	3088	4.0
12	3200	1.0
12	6657	1.0
12	1254	4.0
12	1369	5.0
12	10253	3.0
13	5179	5.0
13	9593	4.0
13	9573	3.0
13	4766	5.0
13	6608	4.0
13	9603	3.0
13	9930	4.0
13	542	3.0
13	6464	4.0
13	1566	3.0
13	10155	4.0
13	7504	3.0
13	3453	4.0
13	6086	5.0
13	1194	3.0
13	4433	5.0
13	7936	5.0
13	2591	5.0
13	5331	5.0
13	10285	5.0
13	4476	5.0
13	4666	5.0
13	2702	5.0
13	3050	5.0
13	834	4.0
13	9730	4.0
13	8031	4.0
13	9003	5.0
13	9062	5.0
13	10084	5.0
13	6657	5.0
13	9715	4.0
13	7914	5.0
13	7600	3.0
13	1082	3.0
13	2839	5.0
13	52	4.0
13	3086	5.0
13	2216	4.0
13	1948	4.0
13	298	4.0
13	7165	4.0
13	3227	4.0
13	1695	5.0
13	3926	4.0
13	2718	5.0
13	9779	5.0
13	2675	3.0
13	10039	4.0
13	2006	5.0
13	7163	5.0
13	6130	5.0
13	8107	4.0
13	923	5.0
13	5075	3.0
13	8368	2.0
13	6762	5.0
13	8514	5.0
13	219	4.0
13	10296	5.0
13	8646	5.0
13	7548	4.0
13	3694	2.0
13	7345	5.0
13	3653	5.0
13	5236	5.0
13	73	4.0
13	1599	4.0
13	3145	3.0
13	4479	4.0
13	9488	2.0
13	9734	4.0
13	6105	5.0
13	742	4.0
13	2982	5.0
13	5126	4.0
13	1428	3.0
13	3535	4.0
13	10229	5.0
13	5140	2.0
13	7202	5.0
13	65	4.0
13	7947	4.0
13	4799	4.0
13	1554	4.0
13	4284	5.0
13	7491	5.0
13	6465	4.0
13	5194	4.0
13	9309	5.0
13	3446	5.0
13	3955	4.0
13	7367	4.0
13	2309	5.0
13	8891	5.0
13	6041	4.0
13	1110	5.0
13	6816	4.0
13	8959	5.0
13	1847	5.0
